cv_metric_AUC,logLoss,AUC,prAUC,Accuracy,Kappa,F1,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,Detection_Rate,Balanced_Accuracy,method,seed,algorithm,split
0.714915170052257,0.644596129288152,0.650834403080873,0.631919347780141,0.63265306122449,0.21285140562249,0.714285714285714,0.789473684210526,0.414634146341463,0.652173913043478,0.586206896551724,0.652173913043478,0.789473684210526,0.459183673469388,0.602053915275995,rf,23,opticlust_denovo,split_23
0.685685003801726,0.612659098897734,0.744949494949495,0.721002311274759,0.693877551020408,0.378698224852071,0.727272727272727,0.740740740740741,0.636363636363636,0.714285714285714,0.666666666666667,0.714285714285714,0.740740740740741,0.408163265306122,0.688552188552189,rf,24,opticlust_denovo,split_24
0.68736479570883,0.618352751655493,0.781602002503129,0.747148767477227,0.653061224489796,0.318609406952965,0.564102564102564,0.431372549019608,0.893617021276596,0.814814814814815,0.591549295774648,0.814814814814815,0.431372549019608,0.224489795918367,0.662494785148102,rf,25,opticlust_denovo,split_25
0.717345026817343,0.654728051547183,0.630817610062893,0.618874751493256,0.63265306122449,0.255382017729,0.672727272727273,0.69811320754717,0.555555555555556,0.649122807017544,0.609756097560976,0.649122807017544,0.69811320754717,0.377551020408163,0.626834381551363,rf,26,opticlust_denovo,split_26
0.71745366936539,0.656153215824933,0.646948160535117,0.618518451130042,0.642857142857143,0.27299703264095,0.695652173913043,0.769230769230769,0.5,0.634920634920635,0.657142857142857,0.634920634920635,0.769230769230769,0.408163265306122,0.634615384615385,rf,27,opticlust_denovo,split_27
0.683255556540526,0.613446457167499,0.755555555555556,0.719241791809047,0.724489795918367,0.396166134185304,0.78740157480315,0.793650793650794,0.6,0.78125,0.617647058823529,0.78125,0.793650793650794,0.510204081632653,0.696825396825397,rf,28,opticlust_denovo,split_28
0.723196356341337,0.652749520894713,0.617772108843537,0.605069608149862,0.591836734693878,0.151515151515152,0.661016949152542,0.696428571428571,0.452380952380952,0.629032258064516,0.527777777777778,0.629032258064516,0.696428571428571,0.397959183673469,0.574404761904762,rf,29,opticlust_denovo,split_29
0.721678277626429,0.64138091733801,0.674213836477987,0.656128700906662,0.642857142857143,0.26236559139785,0.710743801652893,0.811320754716981,0.444444444444444,0.632352941176471,0.666666666666667,0.632352941176471,0.811320754716981,0.438775510204082,0.627882599580713,rf,30,opticlust_denovo,split_30
0.699961470522307,0.623533854146884,0.722935387248609,0.684962410245087,0.663265306122449,0.31044776119403,0.707964601769911,0.701754385964912,0.609756097560976,0.714285714285714,0.595238095238095,0.714285714285714,0.701754385964912,0.408163265306122,0.655755241762944,rf,31,opticlust_denovo,split_31
0.691612095539069,0.624302481926682,0.717563621193158,0.69512568658425,0.642857142857143,0.274227676682184,0.705882352941177,0.823529411764706,0.446808510638298,0.617647058823529,0.7,0.617647058823529,0.823529411764706,0.428571428571429,0.635168961201502,rf,32,opticlust_denovo,split_32
0.692443485294223,0.617893669831588,0.738005840634126,0.702863678274162,0.693877551020408,0.375265618359541,0.758064516129032,0.92156862745098,0.446808510638298,0.643835616438356,0.84,0.643835616438356,0.92156862745098,0.479591836734694,0.684188569044639,rf,33,opticlust_denovo,split_33
0.704490183587228,0.622829813651064,0.710349462365591,0.674629141091912,0.663265306122449,0.271293375394322,0.736,0.741935483870968,0.527777777777778,0.73015873015873,0.542857142857143,0.73015873015873,0.741935483870968,0.469387755102041,0.634856630824373,rf,34,opticlust_denovo,split_34
0.682769711794107,0.63161743228531,0.711522108843537,0.698275612932391,0.653061224489796,0.291666666666667,0.696428571428571,0.696428571428571,0.595238095238095,0.696428571428571,0.595238095238095,0.696428571428571,0.696428571428571,0.397959183673469,0.645833333333333,rf,35,opticlust_denovo,split_35
0.694562494660812,0.629318046452907,0.712023962344887,0.692820382677243,0.663265306122449,0.315120711562897,0.702702702702703,0.684210526315789,0.634146341463415,0.722222222222222,0.590909090909091,0.722222222222222,0.684210526315789,0.397959183673469,0.659178433889602,rf,36,opticlust_denovo,split_36
0.692112458999684,0.621219156808715,0.742803504380476,0.715727755189519,0.693877551020408,0.377382465057179,0.75,0.882352941176471,0.48936170212766,0.652173913043478,0.793103448275862,0.652173913043478,0.882352941176471,0.459183673469388,0.685857321652065,rf,37,opticlust_denovo,split_37
0.718412304755129,0.645853945416292,0.67375,0.649073394112224,0.622448979591837,0.241105064880703,0.666666666666667,0.74,0.5,0.60655737704918,0.648648648648649,0.60655737704918,0.74,0.377551020408163,0.62,rf,38,opticlust_denovo,split_38
0.694807491513497,0.627604090381547,0.69747539580659,0.680575103311762,0.653061224489796,0.26704795424549,0.721311475409836,0.771929824561403,0.48780487804878,0.676923076923077,0.606060606060606,0.676923076923077,0.771929824561403,0.448979591836735,0.629867351305092,rf,39,opticlust_denovo,split_39
0.712120211188996,0.647358920049795,0.625374411638853,0.620059968832221,0.622448979591837,0.205173169662429,0.694214876033058,0.736842105263158,0.463414634146341,0.65625,0.558823529411765,0.65625,0.736842105263158,0.428571428571429,0.60012836970475,rf,40,opticlust_denovo,split_40
0.698647016907478,0.629426161796499,0.714225589225589,0.689649922514676,0.663265306122449,0.291100394563788,0.740157480314961,0.87037037037037,0.409090909090909,0.643835616438356,0.72,0.643835616438356,0.87037037037037,0.479591836734694,0.63973063973064,rf,41,opticlust_denovo,split_41
0.709644208700684,0.658027346889029,0.682916666666667,0.649783820358078,0.602040816326531,0.211308295501445,0.672268907563025,0.833333333333333,0.38,0.563380281690141,0.703703703703704,0.563380281690141,0.833333333333333,0.408163265306122,0.606666666666667,rf,42,opticlust_denovo,split_42
0.720182737846619,0.673046317161535,0.62311872909699,0.585609550243754,0.602040816326531,0.18368218709953,0.677685950413223,0.788461538461538,0.391304347826087,0.594202898550725,0.620689655172414,0.594202898550725,0.788461538461538,0.418367346938776,0.589882943143813,rf,43,opticlust_denovo,split_43
0.695739698119329,0.608728837166386,0.76046511627907,0.713831824091037,0.714285714285714,0.410905968226707,0.758620689655172,0.8,0.604651162790698,0.721311475409836,0.702702702702703,0.721311475409836,0.8,0.448979591836735,0.702325581395349,rf,44,opticlust_denovo,split_44
0.700396390493316,0.631454973124723,0.717146433041302,0.682841879150418,0.653061224489796,0.297935103244838,0.701754385964912,0.784313725490196,0.51063829787234,0.634920634920635,0.685714285714286,0.634920634920635,0.784313725490196,0.408163265306122,0.647476011681268,rf,45,opticlust_denovo,split_45
0.713869867435297,0.626855108063981,0.698476702508961,0.671458532653684,0.673469387755102,0.305580159433127,0.737704918032787,0.725806451612903,0.583333333333333,0.75,0.552631578947368,0.75,0.725806451612903,0.459183673469388,0.654569892473118,rf,46,opticlust_denovo,split_46
0.702605710791985,0.628629546670404,0.736545682102628,0.693723756107293,0.63265306122449,0.278527607361963,0.694915254237288,0.872340425531915,0.411764705882353,0.577464788732394,0.777777777777778,0.577464788732394,0.872340425531915,0.418367346938776,0.642052565707134,rf,47,opticlust_denovo,split_47
0.709468899610403,0.641466314174313,0.688131313131313,0.645357225805888,0.663265306122449,0.303317535545024,0.722689075630252,0.796296296296296,0.5,0.661538461538462,0.666666666666667,0.661538461538462,0.796296296296296,0.438775510204082,0.648148148148148,rf,48,opticlust_denovo,split_48
0.693142785415448,0.625368503567539,0.725073007926575,0.706701045158588,0.683673469387755,0.352790796761824,0.755905511811024,0.941176470588235,0.404255319148936,0.631578947368421,0.863636363636364,0.631578947368421,0.941176470588235,0.489795918367347,0.672715894868586,rf,49,opticlust_denovo,split_49
0.694108168523927,0.621151193674287,0.701501877346683,0.679759883026906,0.63265306122449,0.254122621564482,0.694915254237288,0.803921568627451,0.446808510638298,0.611940298507463,0.67741935483871,0.611940298507463,0.803921568627451,0.418367346938776,0.625365039632874,rf,50,opticlust_denovo,split_50
0.683670923617035,0.601733199007976,0.779549319727891,0.748754368333869,0.704081632653061,0.375384615384615,0.764227642276423,0.839285714285714,0.523809523809524,0.701492537313433,0.709677419354839,0.701492537313433,0.839285714285714,0.479591836734694,0.681547619047619,rf,51,opticlust_denovo,split_51
0.669934398149088,0.593557727701691,0.819188963210702,0.808326353587407,0.724489795918367,0.437739056523587,0.769230769230769,0.865384615384615,0.565217391304348,0.692307692307692,0.787878787878788,0.692307692307692,0.865384615384615,0.459183673469388,0.715301003344482,rf,52,opticlust_denovo,split_52
0.696111382848601,0.613316386124916,0.742283298097252,0.714084124968937,0.744897959183674,0.472664657770125,0.786324786324786,0.836363636363636,0.627906976744186,0.741935483870968,0.75,0.741935483870968,0.836363636363636,0.469387755102041,0.732135306553911,rf,53,opticlust_denovo,split_53
0.706469290293202,0.63429758108979994,0.695833333333333,0.67645724797034,0.591836734693878,0.179229480737018,0.642857142857143,0.72,0.458333333333333,0.580645161290323,0.611111111111111,0.580645161290323,0.72,0.36734693877551,0.589166666666667,rf,54,opticlust_denovo,split_54
0.723248179968026,0.645438797715699,0.674166666666667,0.667829709765693,0.602040816326531,0.209350434422838,0.654867256637168,0.770833333333333,0.44,0.569230769230769,0.666666666666667,0.569230769230769,0.770833333333333,0.377551020408163,0.605416666666667,rf,55,opticlust_denovo,split_55
0.728432111383503,0.648745561129048,0.657817725752508,0.63054351448083,0.63265306122449,0.243567753001715,0.709677419354839,0.846153846153846,0.391304347826087,0.611111111111111,0.692307692307692,0.611111111111111,0.846153846153846,0.448979591836735,0.618729096989967,rf,56,opticlust_denovo,split_56
0.691848566159714,0.637432963963491,0.696697324414716,0.664488551796792,0.63265306122449,0.271676300578035,0.617021276595745,0.557692307692308,0.717391304347826,0.690476190476191,0.589285714285714,0.69047619047619,0.557692307692308,0.295918367346939,0.637541806020067,rf,57,opticlust_denovo,split_57
0.698717047290381,0.637609277813808,0.688524590163934,0.670758011287388,0.642857142857143,0.23608017817372,0.715447154471545,0.721311475409836,0.513513513513513,0.709677419354839,0.527777777777778,0.709677419354839,0.721311475409836,0.448979591836735,0.617412494461675,rf,58,opticlust_denovo,split_58
0.707230552651747,0.645149110925871,0.711329431438127,0.67744160845722,0.663265306122449,0.339730502245815,0.702702702702703,0.847826086956522,0.5,0.6,0.787878787878788,0.6,0.847826086956522,0.397959183673469,0.673913043478261,rf,59,opticlust_denovo,split_59
0.690071943826654,0.624558619539094,0.764375,0.744907916030074,0.663265306122449,0.319157894736842,0.736,0.92,0.395833333333333,0.613333333333333,0.826086956521739,0.613333333333333,0.92,0.469387755102041,0.657916666666667,rf,60,opticlust_denovo,split_60
0.703136860325415,0.645708044642298,0.705833333333333,0.659081563499516,0.642857142857143,0.291029350971476,0.695652173913043,0.833333333333333,0.46,0.597014925373134,0.741935483870968,0.597014925373134,0.833333333333333,0.408163265306122,0.646666666666667,rf,61,opticlust_denovo,split_61
0.704820559368829,0.648316198335256,0.69949494949495,0.681041663850332,0.622448979591837,0.286501377410468,0.694214876033058,0.954545454545455,0.351851851851852,0.545454545454546,0.904761904761905,0.545454545454545,0.954545454545455,0.428571428571429,0.653198653198653,rf,62,opticlust_denovo,split_62
0.707994842232854,0.635577421408603,0.684343434343434,0.666233742264314,0.663265306122449,0.297262059973924,0.731707317073171,0.833333333333333,0.454545454545455,0.652173913043478,0.689655172413793,0.652173913043478,0.833333333333333,0.459183673469388,0.643939393939394,rf,63,opticlust_denovo,split_63
0.724896813137621,0.665997660569893,0.664965986394558,0.6415745269969,0.581632653061224,0.200557103064067,0.616822429906542,0.785714285714286,0.428571428571429,0.507692307692308,0.727272727272727,0.507692307692308,0.785714285714286,0.336734693877551,0.607142857142857,rf,64,opticlust_denovo,split_64
0.688491603436439,0.620830051103883,0.767291666666667,0.713346410352028,0.693877551020408,0.392561983471074,0.741379310344828,0.895833333333333,0.5,0.632352941176471,0.833333333333333,0.632352941176471,0.895833333333333,0.438775510204082,0.697916666666667,rf,65,opticlust_denovo,split_65
0.714148928943801,0.621622885330431,0.754180602006689,0.713546726734464,0.683673469387755,0.352790796761824,0.597402597402597,0.5,0.846153846153846,0.741935483870968,0.656716417910448,0.741935483870968,0.5,0.23469387755102,0.673076923076923,rf,66,opticlust_denovo,split_66
0.67666068190764594,0.609873718265586,0.741914045192734,0.71843568604754,0.693877551020408,0.33454051607062,0.761904761904762,0.786885245901639,0.540540540540541,0.738461538461539,0.606060606060606,0.738461538461539,0.786885245901639,0.489795918367347,0.66371289322109,rf,67,opticlust_denovo,split_67
0.700561018012627,0.625176435326752,0.709866220735786,0.688838164672386,0.663265306122449,0.307494646680942,0.731707317073171,0.865384615384615,0.434782608695652,0.633802816901408,0.740740740740741,0.633802816901408,0.865384615384615,0.459183673469388,0.650083612040134,rf,68,opticlust_denovo,split_68
0.698307526880099,0.643940048376351,0.660416666666667,0.643448564553605,0.642857142857143,0.281524926686217,0.690265486725664,0.78,0.5,0.619047619047619,0.685714285714286,0.619047619047619,0.78,0.397959183673469,0.64,rf,69,opticlust_denovo,split_69
0.679688976185984,0.607849793659901,0.773026315789474,0.737910639278632,0.693877551020408,0.361424847958297,0.745762711864407,0.733333333333333,0.631578947368421,0.758620689655172,0.6,0.758620689655172,0.733333333333333,0.448979591836735,0.682456140350877,rf,70,opticlust_denovo,split_70
0.697686943824779,0.617184439966813,0.757916666666667,0.72903805864254,0.663265306122449,0.320873582528349,0.722689075630252,0.86,0.458333333333333,0.623188405797101,0.758620689655172,0.623188405797101,0.86,0.438775510204082,0.659166666666667,rf,71,opticlust_denovo,split_71
0.686027422116561,0.610809951746381,0.767000417188152,0.734726921609811,0.73469387755102,0.462220346137611,0.775862068965517,0.882352941176471,0.574468085106383,0.692307692307692,0.818181818181818,0.692307692307692,0.882352941176471,0.459183673469388,0.728410513141427,rf,72,opticlust_denovo,split_72
0.691445173619212,0.616838581358296,0.758433985839234,0.719776843581989,0.683673469387755,0.36734693877551,0.739495798319328,0.897959183673469,0.469387755102041,0.628571428571429,0.821428571428572,0.628571428571429,0.897959183673469,0.448979591836735,0.683673469387755,rf,73,opticlust_denovo,split_73
0.690390687240605,0.622937301122355,0.748021657642649,0.707381441415526,0.714285714285714,0.428571428571429,0.75,0.857142857142857,0.571428571428571,0.666666666666667,0.8,0.666666666666667,0.857142857142857,0.428571428571429,0.714285714285714,rf,74,opticlust_denovo,split_74
0.723774320006358,0.66063373807708,0.648411371237458,0.607173487793443,0.642857142857143,0.271143221419465,0.700854700854701,0.788461538461538,0.478260869565217,0.630769230769231,0.666666666666667,0.630769230769231,0.788461538461538,0.418367346938776,0.633361204013378,rf,75,opticlust_denovo,split_75
0.683321356530979,0.624865478166617,0.756813417190776,0.718187253843399,0.673469387755102,0.3220925205361,0.741935483870968,0.867924528301887,0.444444444444444,0.647887323943662,0.740740740740741,0.647887323943662,0.867924528301887,0.469387755102041,0.656184486373166,rf,76,opticlust_denovo,split_76
0.7232681224424932,0.655817022935799,0.636153198653199,0.609191124891228,0.591836734693878,0.142607174103237,0.428571428571429,0.340909090909091,0.796296296296296,0.576923076923077,0.597222222222222,0.576923076923077,0.340909090909091,0.153061224489796,0.568602693602694,rf,77,opticlust_denovo,split_77
0.710088211302086,0.648159920583312,0.673677634319034,0.647153998461147,0.561224489795918,0.122448979591837,0.632478632478632,0.755102040816326,0.36734693877551,0.544117647058823,0.6,0.544117647058823,0.755102040816326,0.377551020408163,0.561224489795918,rf,78,opticlust_denovo,split_78
0.689162394761528,0.625643932782604,0.70440251572327,0.687247715990199,0.653061224489796,0.287120239623449,0.711864406779661,0.792452830188679,0.488888888888889,0.646153846153846,0.666666666666667,0.646153846153846,0.792452830188679,0.428571428571429,0.640670859538784,rf,79,opticlust_denovo,split_79
0.678030399848145,0.630112146119299,0.753441802252816,0.720200319663668,0.591836734693878,0.199673336055533,0.666666666666667,0.851063829787234,0.352941176470588,0.547945205479452,0.72,0.547945205479452,0.851063829787234,0.408163265306122,0.602002503128911,rf,80,opticlust_denovo,split_80
0.706332694466137,0.639129378938237,0.688360450563204,0.664797435668258,0.673469387755102,0.340344972654607,0.714285714285714,0.784313725490196,0.553191489361702,0.655737704918033,0.702702702702703,0.655737704918033,0.784313725490196,0.408163265306122,0.668752607425949,rf,81,opticlust_denovo,split_81
0.705433142015001,0.627139066181251,0.707984949832776,0.679328512327543,0.63265306122449,0.24936170212766,0.694915254237288,0.788461538461538,0.456521739130435,0.621212121212121,0.65625,0.621212121212121,0.788461538461538,0.418367346938776,0.622491638795987,rf,82,opticlust_denovo,split_82
0.704138582106241,0.634629430849247,0.702331002331002,0.665434388903175,0.622448979591837,0.229494262643434,0.683760683760684,0.615384615384615,0.636363636363636,0.769230769230769,0.456521739130435,0.769230769230769,0.615384615384615,0.408163265306122,0.625874125874126,rf,83,opticlust_denovo,split_83
0.698962384898029,0.635288987156509,0.702623906705539,0.701406176260443,0.602040816326531,0.204081632653061,0.648648648648649,0.73469387755102,0.469387755102041,0.580645161290323,0.638888888888889,0.580645161290323,0.73469387755102,0.36734693877551,0.602040816326531,rf,84,opticlust_denovo,split_84
0.684558466016635,0.63325048520484,0.741372053872054,0.702037493588815,0.642857142857143,0.311521477318346,0.588235294117647,0.462962962962963,0.863636363636364,0.806451612903226,0.567164179104478,0.806451612903226,0.462962962962963,0.255102040816327,0.663299663299663,rf,85,opticlust_denovo,split_85
0.690506998678195,0.629847065271223,0.710775862068965,0.699866060822461,0.673469387755102,0.339511373209773,0.627906976744186,0.675,0.672413793103448,0.58695652173913,0.75,0.58695652173913,0.675,0.275510204081633,0.673706896551724,rf,86,opticlust_denovo,split_86
0.66589975212052,0.601979115140744,0.795577805590321,0.784585762994635,0.704081632653061,0.418338108882521,0.752136752136752,0.936170212765957,0.490196078431373,0.628571428571429,0.892857142857143,0.628571428571429,0.936170212765957,0.448979591836735,0.713183145598665,rf,87,opticlust_denovo,split_87
0.72141923293773,0.642670858420307,0.682102628285357,0.647707276254859,0.63265306122449,0.254122621564482,0.694915254237288,0.803921568627451,0.446808510638298,0.611940298507463,0.67741935483871,0.611940298507463,0.803921568627451,0.418367346938776,0.625365039632874,rf,88,opticlust_denovo,split_88
0.693414254897428,0.624451745092358,0.722778473091364,0.706640518260757,0.642857142857143,0.280318925723878,0.597701149425287,0.553191489361702,0.725490196078431,0.65,0.637931034482759,0.65,0.553191489361702,0.26530612244898,0.639340842720067,rf,89,opticlust_denovo,split_89
0.671453066852366,0.598873989549357,0.791458333333333,0.759778895011584,0.714285714285714,0.425460636515913,0.75,0.84,0.583333333333333,0.67741935483871,0.777777777777778,0.67741935483871,0.84,0.428571428571429,0.711666666666667,rf,90,opticlust_denovo,split_90
0.70470890148117,0.628807243141187,0.699205685618729,0.693804219456575,0.63265306122449,0.255067567567568,0.678571428571428,0.730769230769231,0.521739130434783,0.633333333333333,0.631578947368421,0.633333333333333,0.730769230769231,0.387755102040816,0.626254180602007,rf,91,opticlust_denovo,split_91
0.726268334691036,0.64678837455519,0.656659619450317,0.634006570711119,0.622448979591837,0.211396259243149,0.694214876033058,0.763636363636364,0.441860465116279,0.636363636363636,0.59375,0.636363636363636,0.763636363636364,0.428571428571429,0.602748414376321,rf,92,opticlust_denovo,split_92
0.68624094180107,0.611610135077212,0.768333333333333,0.729906163069327,0.673469387755102,0.342833193629505,0.719298245614035,0.82,0.520833333333333,0.640625,0.735294117647059,0.640625,0.82,0.418367346938776,0.670416666666667,rf,93,opticlust_denovo,split_93
0.685859742630973,0.635648254252977,0.707547169811321,0.682006131927212,0.683673469387755,0.351131994873985,0.607594936708861,0.533333333333333,0.811320754716981,0.705882352941177,0.671875,0.705882352941177,0.533333333333333,0.244897959183673,0.672327044025157,rf,94,opticlust_denovo,split_94
0.67461099238789,0.594603687813482,0.794612794612795,0.767285201469072,0.704081632653061,0.382442416340722,0.764227642276423,0.87037037037037,0.5,0.681159420289855,0.758620689655172,0.681159420289855,0.87037037037037,0.479591836734694,0.685185185185185,rf,95,opticlust_denovo,split_95
0.718860882992015,0.676283581341229,0.669612794612795,0.608643255958182,0.622448979591837,0.272179847450823,0.564705882352941,0.444444444444444,0.840909090909091,0.774193548387097,0.552238805970149,0.774193548387097,0.444444444444444,0.244897959183673,0.642676767676768,rf,96,opticlust_denovo,split_96
0.682848679495132,0.603868234133016,0.767676767676768,0.738107200735202,0.704081632653061,0.39039039039039,0.752136752136752,0.814814814814815,0.568181818181818,0.698412698412698,0.714285714285714,0.698412698412698,0.814814814814815,0.448979591836735,0.691498316498317,rf,97,opticlust_denovo,split_97
0.708875770171302,0.649505521363749,0.637117346938776,0.629086089123012,0.591836734693878,0.181286549707602,0.622641509433962,0.589285714285714,0.595238095238095,0.66,0.520833333333333,0.66,0.589285714285714,0.336734693877551,0.592261904761905,rf,98,opticlust_denovo,split_98
0.666445637814445,0.595698908317922,0.807966457023061,0.773189195132282,0.73469387755102,0.456716417910448,0.775862068965517,0.849056603773585,0.6,0.714285714285714,0.771428571428571,0.714285714285714,0.849056603773585,0.459183673469388,0.724528301886793,rf,99,opticlust_denovo,split_99
0.699218635670382,0.625407880876367,0.689937106918239,0.674824171346234,0.683673469387755,0.348906986712387,0.739495798319328,0.830188679245283,0.511111111111111,0.666666666666667,0.71875,0.666666666666667,0.830188679245283,0.448979591836735,0.670649895178197,rf,100,opticlust_denovo,split_100
0.671767187845877,0.590180202856367,0.761232349165597,0.743929595024645,0.704081632653061,0.38136700043535,0.756302521008403,0.789473684210526,0.585365853658537,0.725806451612903,0.666666666666667,0.725806451612903,0.789473684210526,0.459183673469388,0.687419768934531,rf,1,optifit_self,split_1
0.691138778105822,0.628785388659655,0.740433673469388,0.693061556793668,0.663265306122449,0.32258064516129,0.691588785046729,0.660714285714286,0.666666666666667,0.725490196078431,0.595744680851064,0.725490196078431,0.660714285714286,0.377551020408163,0.663690476190476,rf,2,optifit_self,split_2
