specificity,sensitivity,algorithm,split
0.34,0.875,optifit,11
0.35000000000000003,0.875,optifit,11
0.36,0.8333333333333334,optifit,11
0.37,0.8333333333333334,optifit,11
0.38,0.8333333333333334,optifit,11
0.39,0.8333333333333334,optifit,11
0.4,0.8333333333333334,optifit,11
0.41000000000000003,0.8333333333333334,optifit,11
0.42,0.8333333333333334,optifit,11
0.43,0.7291666666666666,optifit,11
0.44,0.7291666666666666,optifit,11
0.45,0.7291666666666666,optifit,11
0.46,0.6875,optifit,11
0.47000000000000003,0.6875,optifit,11
0.48,0.6875,optifit,11
0.49,0.6875,optifit,11
0.5,0.6041666666666666,optifit,11
0.51,0.6041666666666666,optifit,11
0.52,0.5625,optifit,11
0.53,0.5625,optifit,11
0.54,0.5416666666666666,optifit,11
0.55,0.5416666666666666,optifit,11
0.56,0.5,optifit,11
0.5700000000000001,0.5,optifit,11
0.58,0.5,optifit,11
0.59,0.4791666666666667,optifit,11
0.6,0.4791666666666667,optifit,11
0.61,0.4791666666666667,optifit,11
0.62,0.4791666666666667,optifit,11
0.63,0.4791666666666667,optifit,11
0.64,0.3958333333333333,optifit,11
0.65,0.3958333333333333,optifit,11
0.66,0.3958333333333333,optifit,11
0.67,0.3958333333333333,optifit,11
0.68,0.3958333333333333,optifit,11
0.6900000000000001,0.3958333333333333,optifit,11
0.7000000000000001,0.2916666666666667,optifit,11
0.71,0.2916666666666667,optifit,11
0.72,0.25,optifit,11
0.73,0.25,optifit,11
0.74,0.25,optifit,11
0.75,0.25,optifit,11
0.76,0.25,optifit,11
0.77,0.25,optifit,11
0.78,0.22916666666666666,optifit,11
0.79,0.22916666666666666,optifit,11
0.8,0.22916666666666666,optifit,11
0.81,0.22916666666666666,optifit,11
0.8200000000000001,0.22916666666666666,optifit,11
0.8300000000000001,0.22916666666666666,optifit,11
0.84,0.22916666666666666,optifit,11
0.85,0.22916666666666666,optifit,11
0.86,0.16666666666666666,optifit,11
0.87,0.16666666666666666,optifit,11
0.88,0.16666666666666666,optifit,11
0.89,0.16666666666666666,optifit,11
0.9,0.14583333333333334,optifit,11
0.91,0.14583333333333334,optifit,11
0.92,0.14583333333333334,optifit,11
0.93,0.14583333333333334,optifit,11
0.9400000000000001,0.10416666666666667,optifit,11
0.9500000000000001,0.10416666666666667,optifit,11
0.96,0.0625,optifit,11
0.97,0.0625,optifit,11
0.98,0.0625,optifit,11
0.99,0.0625,optifit,11
1,0,optifit,11
0,0.9375,optifit,12
0.01,0.9375,optifit,12
0.02,0.9375,optifit,12
0.03,0.9166666666666666,optifit,12
0.04,0.9166666666666666,optifit,12
0.05,0.9166666666666666,optifit,12
0.06,0.9166666666666666,optifit,12
0.07,0.8541666666666666,optifit,12
0.08,0.8333333333333334,optifit,12
0.09,0.8333333333333334,optifit,12
0.1,0.8333333333333334,optifit,12
0.11,0.8333333333333334,optifit,12
0.12,0.8333333333333334,optifit,12
0.13,0.8333333333333334,optifit,12
0.14,0.8125,optifit,12
0.15,0.8125,optifit,12
0.16,0.8125,optifit,12
0.17,0.8125,optifit,12
0.18,0.8125,optifit,12
0.19,0.8125,optifit,12
0.2,0.8125,optifit,12
0.21,0.8125,optifit,12
0.22,0.8125,optifit,12
0.23,0.8125,optifit,12
0.24,0.7916666666666666,optifit,12
0.25,0.7916666666666666,optifit,12
0.26,0.75,optifit,12
0.27,0.75,optifit,12
0.28,0.7083333333333334,optifit,12
0.29,0.7083333333333334,optifit,12
0.3,0.7083333333333334,optifit,12
0.31,0.7083333333333334,optifit,12
0.32,0.6875,optifit,12
0.33,0.6875,optifit,12
0.34,0.6875,optifit,12
0.35000000000000003,0.6875,optifit,12
0.36,0.6666666666666666,optifit,12
0.37,0.6666666666666666,optifit,12
0.38,0.625,optifit,12
0.39,0.625,optifit,12
0.4,0.6041666666666666,optifit,12
0.41000000000000003,0.6041666666666666,optifit,12
0.42,0.6041666666666666,optifit,12
0.43,0.5625,optifit,12
0.44,0.5208333333333334,optifit,12
0.45,0.5208333333333334,optifit,12
0.46,0.5208333333333334,optifit,12
0.47000000000000003,0.5208333333333334,optifit,12
0.48,0.5208333333333334,optifit,12
0.49,0.5208333333333334,optifit,12
0.5,0.5208333333333334,optifit,12
0.51,0.5208333333333334,optifit,12
0.52,0.5,optifit,12
0.53,0.5,optifit,12
0.54,0.5,optifit,12
0.55,0.5,optifit,12
0.56,0.5,optifit,12
0.5700000000000001,0.5,optifit,12
0.58,0.5,optifit,12
0.59,0.4791666666666667,optifit,12
0.6,0.4791666666666667,optifit,12
0.61,0.4791666666666667,optifit,12
0.62,0.4166666666666667,optifit,12
0.63,0.4166666666666667,optifit,12
0.64,0.3333333333333333,optifit,12
0.65,0.3333333333333333,optifit,12
0.66,0.3333333333333333,optifit,12
0.67,0.3333333333333333,optifit,12
0.68,0.3333333333333333,optifit,12
0.6900000000000001,0.3333333333333333,optifit,12
0.7000000000000001,0.3125,optifit,12
0.71,0.3125,optifit,12
0.72,0.3125,optifit,12
0.73,0.3125,optifit,12
0.74,0.20833333333333334,optifit,12
0.75,0.20833333333333334,optifit,12
0.76,0.20833333333333334,optifit,12
0.77,0.20833333333333334,optifit,12
0.78,0.1875,optifit,12
0.79,0.1875,optifit,12
0.8,0.1875,optifit,12
0.81,0.1875,optifit,12
0.8200000000000001,0.1875,optifit,12
0.8300000000000001,0.1875,optifit,12
0.84,0.16666666666666666,optifit,12
0.85,0.16666666666666666,optifit,12
0.86,0.16666666666666666,optifit,12
0.87,0.16666666666666666,optifit,12
0.88,0.10416666666666667,optifit,12
0.89,0.10416666666666667,optifit,12
0.9,0.08333333333333333,optifit,12
0.91,0.08333333333333333,optifit,12
0.92,0.0625,optifit,12
0.93,0.0625,optifit,12
0.9400000000000001,0.041666666666666664,optifit,12
0.9500000000000001,0.041666666666666664,optifit,12
0.96,0.020833333333333332,optifit,12
0.97,0.020833333333333332,optifit,12
0.98,0.020833333333333332,optifit,12
0.99,0.020833333333333332,optifit,12
1,0,optifit,12
0,0.96,optifit,13
0.01,0.96,optifit,13
0.02,0.96,optifit,13
0.03,0.96,optifit,13
0.04,0.96,optifit,13
0.05,0.94,optifit,13
0.06,0.94,optifit,13
0.07,0.94,optifit,13
0.08,0.94,optifit,13
0.09,0.94,optifit,13
0.1,0.94,optifit,13
0.11,0.94,optifit,13
0.12,0.94,optifit,13
0.13,0.92,optifit,13
0.14,0.92,optifit,13
0.15,0.92,optifit,13
0.16,0.92,optifit,13
0.17,0.92,optifit,13
0.18,0.92,optifit,13
0.19,0.92,optifit,13
0.2,0.92,optifit,13
0.21,0.9,optifit,13
0.22,0.9,optifit,13
0.23,0.86,optifit,13
0.24,0.86,optifit,13
0.25,0.86,optifit,13
0.26,0.86,optifit,13
0.27,0.86,optifit,13
0.28,0.86,optifit,13
0.29,0.86,optifit,13
0.3,0.86,optifit,13
0.31,0.86,optifit,13
0.32,0.86,optifit,13
0.33,0.86,optifit,13
0.34,0.86,optifit,13
0.35000000000000003,0.86,optifit,13
0.36,0.84,optifit,13
0.37,0.84,optifit,13
0.38,0.84,optifit,13
0.39,0.84,optifit,13
0.4,0.8,optifit,13
0.41000000000000003,0.8,optifit,13
0.42,0.74,optifit,13
0.43,0.74,optifit,13
0.44,0.74,optifit,13
0.45,0.74,optifit,13
0.46,0.7,optifit,13
0.47000000000000003,0.7,optifit,13
0.48,0.7,optifit,13
0.49,0.7,optifit,13
0.5,0.68,optifit,13
0.51,0.68,optifit,13
0.52,0.68,optifit,13
0.53,0.68,optifit,13
0.54,0.68,optifit,13
0.55,0.68,optifit,13
0.56,0.68,optifit,13
0.5700000000000001,0.62,optifit,13
0.58,0.62,optifit,13
0.59,0.58,optifit,13
0.6,0.58,optifit,13
0.61,0.58,optifit,13
0.62,0.58,optifit,13
0.63,0.54,optifit,13
0.64,0.54,optifit,13
0.65,0.5,optifit,13
0.66,0.5,optifit,13
0.67,0.42,optifit,13
0.68,0.42,optifit,13
0.6900000000000001,0.42,optifit,13
0.7000000000000001,0.42,optifit,13
0.71,0.38,optifit,13
0.72,0.38,optifit,13
0.73,0.38,optifit,13
0.74,0.38,optifit,13
0.75,0.34,optifit,13
0.76,0.34,optifit,13
0.77,0.34,optifit,13
0.78,0.28,optifit,13
0.79,0.28,optifit,13
0.8,0.22,optifit,13
0.81,0.22,optifit,13
0.8200000000000001,0.1,optifit,13
0.8300000000000001,0.1,optifit,13
0.84,0.08,optifit,13
0.85,0.08,optifit,13
0.86,0.08,optifit,13
0.87,0.08,optifit,13
0.88,0.08,optifit,13
0.89,0.08,optifit,13
0.9,0.06,optifit,13
0.91,0.06,optifit,13
0.92,0.04,optifit,13
0.93,0.04,optifit,13
0.9400000000000001,0.04,optifit,13
0.9500000000000001,0.04,optifit,13
0.96,0.04,optifit,13
0.97,0.04,optifit,13
0.98,0,optifit,13
0.99,0,optifit,13
1,0,optifit,13
0,0.9791666666666666,optifit,14
0.01,0.9791666666666666,optifit,14
0.02,0.9791666666666666,optifit,14
0.03,0.9791666666666666,optifit,14
0.04,0.9791666666666666,optifit,14
0.05,0.9583333333333334,optifit,14
0.06,0.9583333333333334,optifit,14
0.07,0.9583333333333334,optifit,14
0.08,0.9583333333333334,optifit,14
0.09,0.9583333333333334,optifit,14
0.1,0.9583333333333334,optifit,14
0.11,0.9583333333333334,optifit,14
0.12,0.9583333333333334,optifit,14
0.13,0.9583333333333334,optifit,14
0.14,0.9583333333333334,optifit,14
0.15,0.9583333333333334,optifit,14
0.16,0.9583333333333334,optifit,14
0.17,0.9375,optifit,14
0.18,0.9375,optifit,14
0.19,0.9375,optifit,14
0.2,0.8541666666666666,optifit,14
0.21,0.8541666666666666,optifit,14
0.22,0.8541666666666666,optifit,14
0.23,0.8541666666666666,optifit,14
0.24,0.8541666666666666,optifit,14
0.25,0.8541666666666666,optifit,14
0.26,0.8541666666666666,optifit,14
0.27,0.8541666666666666,optifit,14
0.28,0.8333333333333334,optifit,14
0.29,0.8333333333333334,optifit,14
0.3,0.8333333333333334,optifit,14
0.31,0.8125,optifit,14
0.32,0.8125,optifit,14
0.33,0.8125,optifit,14
0.34,0.7291666666666666,optifit,14
0.35000000000000003,0.7291666666666666,optifit,14
0.36,0.7291666666666666,optifit,14
0.37,0.7291666666666666,optifit,14
0.38,0.6875,optifit,14
0.39,0.6875,optifit,14
0.4,0.6458333333333334,optifit,14
0.41000000000000003,0.6458333333333334,optifit,14
0.42,0.6458333333333334,optifit,14
0.43,0.6458333333333334,optifit,14
0.44,0.6041666666666666,optifit,14
0.45,0.6041666666666666,optifit,14
0.46,0.6041666666666666,optifit,14
0.47000000000000003,0.6041666666666666,optifit,14
0.48,0.6041666666666666,optifit,14
0.49,0.6041666666666666,optifit,14
0.5,0.6041666666666666,optifit,14
0.51,0.6041666666666666,optifit,14
0.52,0.6041666666666666,optifit,14
0.53,0.6041666666666666,optifit,14
0.54,0.5833333333333334,optifit,14
0.55,0.5833333333333334,optifit,14
0.56,0.5625,optifit,14
0.5700000000000001,0.5625,optifit,14
0.58,0.5625,optifit,14
0.59,0.5208333333333334,optifit,14
0.6,0.5,optifit,14
0.61,0.5,optifit,14
0.62,0.5,optifit,14
0.63,0.5,optifit,14
0.64,0.5,optifit,14
0.65,0.5,optifit,14
0.66,0.4791666666666667,optifit,14
0.67,0.4791666666666667,optifit,14
0.68,0.4791666666666667,optifit,14
0.6900000000000001,0.4791666666666667,optifit,14
0.7000000000000001,0.4791666666666667,optifit,14
0.71,0.4791666666666667,optifit,14
0.72,0.4791666666666667,optifit,14
0.73,0.4791666666666667,optifit,14
0.74,0.4583333333333333,optifit,14
0.75,0.4583333333333333,optifit,14
0.76,0.4583333333333333,optifit,14
0.77,0.4583333333333333,optifit,14
0.78,0.3541666666666667,optifit,14
0.79,0.3541666666666667,optifit,14
0.8,0.3541666666666667,optifit,14
0.81,0.3541666666666667,optifit,14
0.8200000000000001,0.3541666666666667,optifit,14
0.8300000000000001,0.3541666666666667,optifit,14
0.84,0.3541666666666667,optifit,14
0.85,0.3541666666666667,optifit,14
0.86,0.3125,optifit,14
0.87,0.3125,optifit,14
0.88,0.3125,optifit,14
0.89,0.3125,optifit,14
0.9,0.22916666666666666,optifit,14
0.91,0.22916666666666666,optifit,14
0.92,0.20833333333333334,optifit,14
0.93,0.20833333333333334,optifit,14
0.9400000000000001,0.1875,optifit,14
0.9500000000000001,0.1875,optifit,14
0.96,0.16666666666666666,optifit,14
0.97,0.16666666666666666,optifit,14
0.98,0.14583333333333334,optifit,14
0.99,0.14583333333333334,optifit,14
1,0,optifit,14
0,0.9736842105263158,optifit,15
0.01,0.9736842105263158,optifit,15
0.02,0.9736842105263158,optifit,15
0.03,0.9736842105263158,optifit,15
0.04,0.9736842105263158,optifit,15
0.05,0.9736842105263158,optifit,15
0.06,0.9736842105263158,optifit,15
0.07,0.9736842105263158,optifit,15
0.08,0.9736842105263158,optifit,15
0.09,0.9736842105263158,optifit,15
0.1,0.9736842105263158,optifit,15
0.11,0.9736842105263158,optifit,15
0.12,0.9736842105263158,optifit,15
0.13,0.9736842105263158,optifit,15
0.14,0.9736842105263158,optifit,15
0.15,0.9736842105263158,optifit,15
0.16,0.9736842105263158,optifit,15
0.17,0.9736842105263158,optifit,15
0.18,0.9736842105263158,optifit,15
0.19,0.9736842105263158,optifit,15
0.2,0.9473684210526315,optifit,15
0.21,0.9473684210526315,optifit,15
0.22,0.8421052631578947,optifit,15
0.23,0.8421052631578947,optifit,15
0.24,0.8421052631578947,optifit,15
0.25,0.8421052631578947,optifit,15
0.26,0.8421052631578947,optifit,15
0.27,0.8421052631578947,optifit,15
0.28,0.8421052631578947,optifit,15
0.29,0.8421052631578947,optifit,15
0.3,0.8421052631578947,optifit,15
0.31,0.8421052631578947,optifit,15
0.32,0.8421052631578947,optifit,15
0.33,0.8421052631578947,optifit,15
0.34,0.7894736842105263,optifit,15
0.35000000000000003,0.7894736842105263,optifit,15
0.36,0.7894736842105263,optifit,15
0.37,0.7631578947368421,optifit,15
0.38,0.7631578947368421,optifit,15
0.39,0.7631578947368421,optifit,15
0.4,0.7631578947368421,optifit,15
0.41000000000000003,0.7631578947368421,optifit,15
0.42,0.7631578947368421,optifit,15
0.43,0.7631578947368421,optifit,15
0.44,0.7631578947368421,optifit,15
0.45,0.6842105263157895,optifit,15
0.46,0.6842105263157895,optifit,15
0.47000000000000003,0.6578947368421053,optifit,15
0.48,0.6578947368421053,optifit,15
0.49,0.631578947368421,optifit,15
0.5,0.631578947368421,optifit,15
0.51,0.631578947368421,optifit,15
0.52,0.631578947368421,optifit,15
0.53,0.631578947368421,optifit,15
0.54,0.5789473684210527,optifit,15
0.55,0.5789473684210527,optifit,15
0.56,0.5789473684210527,optifit,15
0.5700000000000001,0.5789473684210527,optifit,15
0.58,0.5789473684210527,optifit,15
0.59,0.5526315789473685,optifit,15
0.6,0.5526315789473685,optifit,15
0.61,0.5526315789473685,optifit,15
0.62,0.5526315789473685,optifit,15
0.63,0.5526315789473685,optifit,15
0.64,0.5526315789473685,optifit,15
0.65,0.5526315789473685,optifit,15
0.66,0.5526315789473685,optifit,15
0.67,0.47368421052631576,optifit,15
0.68,0.47368421052631576,optifit,15
0.6900000000000001,0.47368421052631576,optifit,15
0.7000000000000001,0.47368421052631576,optifit,15
0.71,0.47368421052631576,optifit,15
0.72,0.47368421052631576,optifit,15
0.73,0.47368421052631576,optifit,15
0.74,0.47368421052631576,optifit,15
0.75,0.47368421052631576,optifit,15
0.76,0.47368421052631576,optifit,15
0.77,0.42105263157894735,optifit,15
0.78,0.42105263157894735,optifit,15
0.79,0.39473684210526316,optifit,15
0.8,0.39473684210526316,optifit,15
0.81,0.39473684210526316,optifit,15
0.8200000000000001,0.3684210526315789,optifit,15
0.8300000000000001,0.3684210526315789,optifit,15
0.84,0.2894736842105263,optifit,15
0.85,0.2894736842105263,optifit,15
0.86,0.2894736842105263,optifit,15
0.87,0.2631578947368421,optifit,15
0.88,0.2631578947368421,optifit,15
0.89,0.2631578947368421,optifit,15
0.9,0.2631578947368421,optifit,15
0.91,0.2631578947368421,optifit,15
0.92,0.23684210526315788,optifit,15
0.93,0.23684210526315788,optifit,15
0.9400000000000001,0.23684210526315788,optifit,15
0.9500000000000001,0.23684210526315788,optifit,15
0.96,0.23684210526315788,optifit,15
0.97,0.15789473684210525,optifit,15
0.98,0.15789473684210525,optifit,15
0.99,0.13157894736842105,optifit,15
1,0,optifit,15
0,0.9767441860465116,optifit,16
0.01,0.9767441860465116,optifit,16
0.02,0.9534883720930233,optifit,16
0.03,0.9534883720930233,optifit,16
0.04,0.9534883720930233,optifit,16
0.05,0.9534883720930233,optifit,16
0.06,0.9534883720930233,optifit,16
0.07,0.9534883720930233,optifit,16
0.08,0.9302325581395349,optifit,16
0.09,0.9302325581395349,optifit,16
0.1,0.9069767441860465,optifit,16
0.11,0.8837209302325582,optifit,16
0.12,0.8837209302325582,optifit,16
0.13,0.8837209302325582,optifit,16
0.14,0.8837209302325582,optifit,16
0.15,0.8837209302325582,optifit,16
0.16,0.8837209302325582,optifit,16
0.17,0.8604651162790697,optifit,16
0.18,0.8604651162790697,optifit,16
0.19,0.8604651162790697,optifit,16
0.2,0.8604651162790697,optifit,16
0.21,0.8604651162790697,optifit,16
0.22,0.8604651162790697,optifit,16
0.23,0.8604651162790697,optifit,16
0.24,0.8604651162790697,optifit,16
0.25,0.8604651162790697,optifit,16
0.26,0.8372093023255814,optifit,16
0.27,0.8372093023255814,optifit,16
0.28,0.8372093023255814,optifit,16
0.29,0.8372093023255814,optifit,16
0.3,0.813953488372093,optifit,16
0.31,0.7441860465116279,optifit,16
0.32,0.7441860465116279,optifit,16
0.33,0.7441860465116279,optifit,16
0.34,0.7441860465116279,optifit,16
0.35000000000000003,0.7441860465116279,optifit,16
0.36,0.7441860465116279,optifit,16
0.37,0.7441860465116279,optifit,16
0.38,0.7441860465116279,optifit,16
0.39,0.7441860465116279,optifit,16
0.4,0.7441860465116279,optifit,16
0.41000000000000003,0.7441860465116279,optifit,16
0.42,0.7441860465116279,optifit,16
0.43,0.7441860465116279,optifit,16
0.44,0.6976744186046512,optifit,16
0.45,0.6976744186046512,optifit,16
0.46,0.6976744186046512,optifit,16
0.47000000000000003,0.6976744186046512,optifit,16
0.48,0.6976744186046512,optifit,16
0.49,0.6976744186046512,optifit,16
0.5,0.6744186046511628,optifit,16
0.51,0.6744186046511628,optifit,16
0.52,0.6744186046511628,optifit,16
0.53,0.6744186046511628,optifit,16
0.54,0.6744186046511628,optifit,16
0.55,0.6744186046511628,optifit,16
0.56,0.6744186046511628,optifit,16
0.5700000000000001,0.6744186046511628,optifit,16
0.58,0.6744186046511628,optifit,16
0.59,0.6511627906976745,optifit,16
0.6,0.6511627906976745,optifit,16
0.61,0.6511627906976745,optifit,16
0.62,0.6511627906976745,optifit,16
0.63,0.6511627906976745,optifit,16
0.64,0.6511627906976745,optifit,16
0.65,0.6511627906976745,optifit,16
