cv_metric_AUC,logLoss,AUC,prAUC,Accuracy,Kappa,F1,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,Detection_Rate,Balanced_Accuracy,method,seed,split,algorithm
0.69337597178157,0.651296057011815,0.695,0.657174617720897,0.63265306122449,0.258200168208579,0.704918032786885,0.86,0.395833333333333,0.597222222222222,0.730769230769231,0.597222222222222,0.86,0.438775510204082,0.627916666666667,rf,11,split_11,opticlust
0.699545818000034,0.640332220432301,0.709375,0.677397479099541,0.602040816326531,0.195368421052632,0.688,0.86,0.333333333333333,0.573333333333333,0.695652173913043,0.573333333333333,0.86,0.438775510204082,0.596666666666667,rf,12,split_12,opticlust
0.687738585716682,0.632261958501274,0.720416666666667,0.692863505086208,0.612244897959184,0.229304635761589,0.660714285714286,0.770833333333333,0.46,0.578125,0.676470588235294,0.578125,0.770833333333333,0.377551020408163,0.615416666666667,rf,13,split_13,opticlust
0.706731744581832,0.662330902207008,0.6825,0.66418371451577,0.622448979591837,0.237273874631889,0.699186991869919,0.86,0.375,0.589041095890411,0.72,0.589041095890411,0.86,0.438775510204082,0.6175,rf,14,split_14,opticlust
0.693717181654917,0.611805128430895,0.761842105263158,0.741331651595473,0.744897959183674,0.438331040806969,0.806201550387597,0.866666666666667,0.552631578947368,0.753623188405797,0.724137931034483,0.753623188405797,0.866666666666667,0.530612244897959,0.709649122807018,rf,15,split_15,opticlust
0.695231852021178,0.62544239109662,0.709513742071882,0.680995090617448,0.642857142857143,0.257897014279533,0.705882352941177,0.763636363636364,0.488372093023256,0.65625,0.617647058823529,0.65625,0.763636363636364,0.428571428571429,0.62600422832981,rf,16,split_16,opticlust
0.69568825756996,0.637428839868351,0.702708333333333,0.689487070484257,0.612244897959184,0.220268006700168,0.660714285714286,0.74,0.479166666666667,0.596774193548387,0.638888888888889,0.596774193548387,0.74,0.377551020408163,0.609583333333333,rf,17,split_17,opticlust
0.685404977149484,0.630807602218037,0.703703703703704,0.670685414645247,0.663265306122449,0.300302899177845,0.727272727272727,0.814814814814815,0.477272727272727,0.656716417910448,0.67741935483871,0.656716417910448,0.814814814814815,0.448979591836735,0.646043771043771,rf,18,split_18,opticlust
0.706461344830236,0.669906531075932,0.651936026936027,0.638564406854208,0.571428571428571,0.175480769230769,0.5,0.388888888888889,0.795454545454545,0.7,0.514705882352941,0.7,0.388888888888889,0.214285714285714,0.592171717171717,rf,19,split_19,opticlust
0.683030279047515,0.618941897688123,0.763871506049228,0.729037254855799,0.642857142857143,0.297994269340974,0.700854700854701,0.872340425531915,0.431372549019608,0.585714285714286,0.785714285714286,0.585714285714286,0.872340425531915,0.418367346938776,0.651856487275761,rf,20,split_20,opticlust
0.709004800921396,0.63878653929512,0.632220795892169,0.627283411115478,0.622448979591837,0.199558498896247,0.699186991869919,0.754385964912281,0.439024390243902,0.651515151515151,0.5625,0.651515151515151,0.754385964912281,0.438775510204082,0.596705177578092,rf,21,split_21,opticlust
0.675008594526062,0.602680600708954,0.783062161034627,0.762332117602285,0.693877551020408,0.396799343455068,0.736842105263158,0.893617021276596,0.509803921568627,0.626865671641791,0.838709677419355,0.626865671641791,0.893617021276596,0.428571428571429,0.701710471422612,rf,22,split_22,opticlust
0.703106027586078,0.625902499685944,0.698759092854086,0.683644673759474,0.663265306122449,0.265333939118582,0.748091603053435,0.859649122807018,0.390243902439024,0.662162162162162,0.666666666666667,0.662162162162162,0.859649122807018,0.5,0.624946512623021,rf,23,split_23,opticlust
0.670248483351492,0.608103839993058,0.769149831649832,0.733673258880672,0.704081632653061,0.39039039039039,0.752136752136752,0.814814814814815,0.568181818181818,0.698412698412698,0.714285714285714,0.698412698412698,0.814814814814815,0.448979591836735,0.691498316498317,rf,24,split_24,opticlust
0.685490521048487,0.622025381485073,0.750730079265749,0.729275390198223,0.653061224489796,0.32083163473298,0.540540540540541,0.392156862745098,0.936170212765957,0.869565217391304,0.586666666666667,0.869565217391304,0.392156862745098,0.204081632653061,0.664163537755528,rf,25,split_25,opticlust
0.706557109376347,0.658976716488773,0.620125786163522,0.611433510184666,0.581632653061224,0.144742443593018,0.643478260869565,0.69811320754717,0.444444444444444,0.596774193548387,0.555555555555555,0.596774193548387,0.69811320754717,0.377551020408163,0.571278825995807,rf,26,split_26,opticlust
0.718908034607526,0.661642455680077,0.623536789297659,0.606519967662486,0.581632653061224,0.148367952522255,0.643478260869565,0.711538461538462,0.434782608695652,0.587301587301587,0.571428571428571,0.587301587301587,0.711538461538462,0.377551020408163,0.573160535117057,rf,27,split_27,opticlust
0.690971485745927,0.616502598933195,0.725850340136054,0.697379989600793,0.663265306122449,0.261980830670926,0.740157480314961,0.746031746031746,0.514285714285714,0.734375,0.529411764705882,0.734375,0.746031746031746,0.479591836734694,0.63015873015873,rf,28,split_28,opticlust
0.714010356510732,0.654018409190626,0.621598639455782,0.599823876268289,0.63265306122449,0.226993865030675,0.704918032786885,0.767857142857143,0.452380952380952,0.651515151515151,0.59375,0.651515151515151,0.767857142857143,0.438775510204082,0.610119047619048,rf,29,split_29,opticlust
0.716173070327234,0.649022559340703,0.638574423480084,0.624433375887535,0.622448979591837,0.225544639043144,0.683760683760684,0.754716981132076,0.466666666666667,0.625,0.617647058823529,0.625,0.754716981132076,0.408163265306122,0.610691823899371,rf,30,split_30,opticlust
0.692813708663651,0.626021152099904,0.696619597774925,0.678919428998336,0.653061224489796,0.277223427331887,0.711864406779661,0.736842105263158,0.536585365853659,0.688524590163935,0.594594594594595,0.688524590163934,0.736842105263158,0.428571428571429,0.636713735558408,rf,31,split_31,opticlust
0.695410086282458,0.63351889514294,0.696704213600334,0.67864524411405,0.663265306122449,0.314540059347181,0.727272727272727,0.862745098039216,0.446808510638298,0.628571428571429,0.75,0.628571428571429,0.862745098039216,0.448979591836735,0.654776804338757,rf,32,split_32,opticlust
0.689741518443208,0.623162443103899,0.715477680433876,0.695082467025933,0.653061224489796,0.29436679373147,0.716666666666667,0.843137254901961,0.446808510638298,0.623188405797102,0.724137931034483,0.623188405797101,0.843137254901961,0.438775510204082,0.644972882770129,rf,33,split_33,opticlust
0.703167507071141,0.632724587215088,0.701612903225806,0.680998976038794,0.653061224489796,0.294665537679932,0.701754385964912,0.645161290322581,0.666666666666667,0.769230769230769,0.521739130434783,0.769230769230769,0.645161290322581,0.408163265306122,0.655913978494624,rf,34,split_34,opticlust
0.681535931758101,0.635741341599274,0.725340136054422,0.706086701208957,0.714285714285714,0.413173652694611,0.754385964912281,0.767857142857143,0.642857142857143,0.741379310344828,0.675,0.741379310344828,0.767857142857143,0.438775510204082,0.705357142857143,rf,35,split_35,opticlust
0.692467110235306,0.63105526101622,0.694480102695764,0.674210967490578,0.663265306122449,0.319730753050063,0.697247706422018,0.666666666666667,0.658536585365854,0.730769230769231,0.58695652173913,0.730769230769231,0.666666666666667,0.387755102040816,0.66260162601626,rf,36,split_36,opticlust
0.686448227662696,0.635562786619412,0.697329995828118,0.670014088093033,0.683673469387755,0.356083086053412,0.743801652892562,0.882352941176471,0.468085106382979,0.642857142857143,0.785714285714286,0.642857142857143,0.882352941176471,0.459183673469388,0.675219023779725,rf,37,split_37,opticlust
0.716712676602237,0.660661795178487,0.635416666666667,0.631218199054845,0.581632653061224,0.157651991614256,0.643478260869565,0.74,0.416666666666667,0.569230769230769,0.606060606060606,0.569230769230769,0.74,0.377551020408163,0.578333333333333,rf,38,split_38,opticlust
0.690949791732751,0.629066337909001,0.704749679075738,0.677662037400574,0.693877551020408,0.353277606687197,0.754098360655738,0.807017543859649,0.536585365853659,0.707692307692308,0.666666666666667,0.707692307692308,0.807017543859649,0.469387755102041,0.671801454856654,rf,39,split_39,opticlust
0.71582533135959,0.637659408839772,0.658536585365854,0.639538528206384,0.612244897959184,0.175011076650421,0.693548387096774,0.754385964912281,0.414634146341463,0.641791044776119,0.548387096774194,0.641791044776119,0.754385964912281,0.438775510204082,0.584510055626872,rf,40,split_40,opticlust
0.695978909739451,0.632270293537676,0.721170033670034,0.690766404680154,0.653061224489796,0.268014059753954,0.734375,0.87037037037037,0.386363636363636,0.635135135135135,0.708333333333333,0.635135135135135,0.87037037037037,0.479591836734694,0.628367003367003,rf,41,split_41,opticlust
0.704803459026412,0.651844433670153,0.680208333333333,0.637033945097402,0.642857142857143,0.290442697558957,0.690265486725664,0.8125,0.48,0.6,0.727272727272727,0.6,0.8125,0.397959183673469,0.64625,rf,42,split_42,opticlust
0.719442020504879,0.672249492128416,0.614966555183946,0.581824816449415,0.622448979591837,0.225544639043144,0.694214876033058,0.807692307692308,0.41304347826087,0.608695652173913,0.655172413793103,0.608695652173913,0.807692307692308,0.428571428571429,0.610367892976589,rf,43,split_43,opticlust
0.694167114231189,0.623049414958973,0.746511627906977,0.692035057689778,0.704081632653061,0.38511466897447,0.756302521008403,0.818181818181818,0.558139534883721,0.703125,0.705882352941177,0.703125,0.818181818181818,0.459183673469388,0.68816067653277,rf,44,split_44,opticlust
0.697670408599207,0.640387989053339,0.696704213600334,0.661696131401198,0.612244897959184,0.212684989429175,0.677966101694915,0.784313725490196,0.425531914893617,0.597014925373134,0.645161290322581,0.597014925373134,0.784313725490196,0.408163265306122,0.604922820191907,rf,45,split_45,opticlust
0.705415886685206,0.630217088625158,0.709453405017921,0.679863229282306,0.683673469387755,0.323385300668151,0.747967479674797,0.741935483870968,0.583333333333333,0.754098360655738,0.567567567567568,0.754098360655738,0.741935483870968,0.469387755102041,0.662634408602151,rf,46,split_46,opticlust
0.707170829985442,0.64172904997167,0.698790154359616,0.665375402341318,0.622448979591837,0.260301917584659,0.694214876033058,0.893617021276596,0.372549019607843,0.567567567567568,0.791666666666667,0.567567567567568,0.893617021276596,0.428571428571429,0.633083020442219,rf,47,split_47,opticlust
0.703645348596672,0.639726200641645,0.665193602693603,0.653020030908906,0.673469387755102,0.325881341358555,0.728813559322034,0.796296296296296,0.522727272727273,0.671875,0.676470588235294,0.671875,0.796296296296296,0.438775510204082,0.659511784511784,rf,48,split_48,opticlust
0.689657380507183,0.628125694520857,0.725281602002503,0.697079688936463,0.683673469387755,0.354989384288747,0.747967479674797,0.901960784313726,0.446808510638298,0.638888888888889,0.807692307692308,0.638888888888889,0.901960784313726,0.469387755102041,0.674384647476012,rf,49,split_49,opticlust
0.689093961767681,0.621927199160155,0.696704213600334,0.685450894058754,0.653061224489796,0.293169282986848,0.721311475409836,0.862745098039216,0.425531914893617,0.619718309859155,0.740740740740741,0.619718309859155,0.862745098039216,0.448979591836735,0.644138506466416,rf,50,split_50,opticlust
0.671426269910331,0.590763589561284,0.810586734693878,0.780729775414038,0.73469387755102,0.434782608695652,0.793650793650794,0.892857142857143,0.523809523809524,0.714285714285714,0.785714285714286,0.714285714285714,0.892857142857143,0.510204081632653,0.708333333333333,rf,51,split_51,opticlust
0.662245052675292,0.591168282998425,0.811245819397993,0.798404491743217,0.724489795918367,0.442007591733446,0.756756756756757,0.807692307692308,0.630434782608696,0.711864406779661,0.743589743589744,0.711864406779661,0.807692307692308,0.428571428571429,0.719063545150502,rf,52,split_52,opticlust
0.689483218397499,0.606309396904218,0.759830866807611,0.744335585969306,0.76530612244898,0.512332323669407,0.80672268907563,0.872727272727273,0.627906976744186,0.75,0.794117647058823,0.75,0.872727272727273,0.489795918367347,0.750317124735729,rf,53,split_53,opticlust
0.702849529064859,0.636704668900497,0.695416666666667,0.682796269663812,0.591836734693878,0.178541492036882,0.649122807017544,0.74,0.4375,0.578125,0.617647058823529,0.578125,0.74,0.377551020408163,0.58875,rf,54,split_54,opticlust
0.719579998292925,0.658281670519199,0.655625,0.646928594738501,0.561224489795918,0.129698471705907,0.632478632478633,0.770833333333333,0.36,0.536231884057971,0.620689655172414,0.536231884057971,0.770833333333333,0.377551020408163,0.565416666666667,rf,55,split_55,opticlust
0.721576680367276,0.655718174773547,0.639005016722408,0.623463030928563,0.602040816326531,0.179476170030056,0.688,0.826923076923077,0.347826086956522,0.589041095890411,0.64,0.589041095890411,0.826923076923077,0.438775510204082,0.587374581939799,rf,56,split_56,opticlust
0.696729281567006,0.654594295271041,0.654682274247492,0.642860693716636,0.581632653061224,0.175625769388592,0.539325842696629,0.461538461538462,0.717391304347826,0.648648648648649,0.540983606557377,0.648648648648649,0.461538461538462,0.244897959183673,0.589464882943144,rf,57,split_57,opticlust
0.693861307207817,0.635603116685266,0.68785999113868,0.673142111482479,0.663265306122449,0.287351256059938,0.727272727272727,0.721311475409836,0.567567567567568,0.733333333333333,0.552631578947368,0.733333333333333,0.721311475409836,0.448979591836735,0.644439521488702,rf,58,split_58,opticlust
0.702435021704607,0.645361480488674,0.700877926421405,0.662861727505149,0.663265306122449,0.33810888252149,0.697247706422018,0.826086956521739,0.519230769230769,0.603174603174603,0.771428571428571,0.603174603174603,0.826086956521739,0.387755102040816,0.672658862876254,rf,59,split_59,opticlust
0.689614254376264,0.635534459851962,0.724166666666667,0.70373397503293,0.653061224489796,0.299411269974769,0.721311475409836,0.88,0.416666666666667,0.611111111111111,0.769230769230769,0.611111111111111,0.88,0.448979591836735,0.648333333333333,rf,60,split_60,opticlust
0.698638334883412,0.646454185490854,0.705625,0.660333675778263,0.642857142857143,0.291029350971476,0.695652173913043,0.833333333333333,0.46,0.597014925373134,0.741935483870968,0.597014925373134,0.833333333333333,0.408163265306122,0.646666666666667,rf,61,split_61,opticlust
0.690781489382486,0.642400674323263,0.727483164983165,0.695281618244902,0.63265306122449,0.304416403785489,0.7,0.954545454545455,0.37037037037037,0.552631578947368,0.909090909090909,0.552631578947368,0.954545454545455,0.428571428571429,0.662457912457912,rf,62,split_62,opticlust
0.702948163794796,0.637213684444622,0.703703703703704,0.681590745361991,0.673469387755102,0.325881341358555,0.728813559322034,0.796296296296296,0.522727272727273,0.671875,0.676470588235294,0.671875,0.796296296296296,0.438775510204082,0.659511784511784,rf,63,split_63,opticlust
0.706063366795846,0.667332818677663,0.667729591836735,0.642189613937003,0.571428571428571,0.187845303867403,0.618181818181818,0.80952380952381,0.392857142857143,0.5,0.733333333333333,0.5,0.80952380952381,0.346938775510204,0.601190476190476,rf,64,split_64,opticlust
0.679836081250039,0.630190276996623,0.742708333333333,0.715789645691675,0.663265306122449,0.332645480808915,0.722689075630252,0.895833333333333,0.44,0.605633802816901,0.814814814814815,0.605633802816901,0.895833333333333,0.438775510204082,0.667916666666667,rf,65,split_65,opticlust
0.706128644029692,0.63221894172254,0.723871237458194,0.69188945910568,0.63265306122449,0.243567753001715,0.5,0.391304347826087,0.846153846153846,0.692307692307692,0.611111111111111,0.692307692307692,0.391304347826087,0.183673469387755,0.618729096989967,rf,66,split_66,opticlust
0.666971148473858,0.607976132815694,0.751883030571555,0.73446353351936,0.704081632653061,0.353208921256259,0.771653543307087,0.80327868852459,0.540540540540541,0.742424242424242,0.625,0.742424242424242,0.80327868852459,0.5,0.671909614532565,rf,67,split_67,opticlust
0.695407839653921,0.630833988413566,0.687290969899666,0.672559938070753,0.63265306122449,0.243567753001715,0.709677419354839,0.846153846153846,0.391304347826087,0.611111111111111,0.692307692307692,0.611111111111111,0.846153846153846,0.448979591836735,0.618729096989967,rf,68,split_68,opticlust
0.691092083957506,0.6454623646646,0.665625,0.641149574402251,0.612244897959184,0.218959731543624,0.672413793103448,0.78,0.4375,0.590909090909091,0.65625,0.590909090909091,0.78,0.397959183673469,0.60875,rf,69,split_69,opticlust
0.678565336087366,0.608976600691202,0.764035087719298,0.727863809926548,0.724489795918367,0.433404710920771,0.765217391304348,0.733333333333333,0.710526315789474,0.8,0.627906976744186,0.8,0.733333333333333,0.448979591836735,0.721929824561403,rf,70,split_70,opticlust
0.686695647641985,0.627032455932492,0.749791666666667,0.710229959728303,0.653061224489796,0.300587741393787,0.711864406779661,0.84,0.458333333333333,0.617647058823529,0.733333333333333,0.617647058823529,0.84,0.428571428571429,0.649166666666667,rf,71,split_71,opticlust
0.685423065545684,0.621452110580032,0.766791823112224,0.734451128019183,0.704081632653061,0.396602972399151,0.764227642276423,0.92156862745098,0.468085106382979,0.652777777777778,0.846153846153846,0.652777777777778,0.92156862745098,0.479591836734694,0.694826866916979,rf,72,split_72,opticlust
0.693240742071566,0.626162442925568,0.725322782174094,0.706000831428119,0.663265306122449,0.326530612244898,0.727272727272727,0.897959183673469,0.428571428571429,0.611111111111111,0.807692307692308,0.611111111111111,0.897959183673469,0.448979591836735,0.663265306122449,rf,73,split_73,opticlust
0.690297171289874,0.632120673214014,0.720324864639733,0.683531699793201,0.673469387755102,0.346938775510204,0.714285714285714,0.816326530612245,0.530612244897959,0.634920634920635,0.742857142857143,0.634920634920635,0.816326530612245,0.408163265306122,0.673469387755102,rf,74,split_74,opticlust
0.708642750879185,0.653965366299572,0.670777591973244,0.629499863472084,0.63265306122449,0.247440273037543,0.7,0.807692307692308,0.434782608695652,0.617647058823529,0.666666666666667,0.617647058823529,0.807692307692308,0.428571428571429,0.62123745819398,rf,75,split_75,opticlust
0.686926009386954,0.617381715790255,0.768343815513627,0.726952899796223,0.693877551020408,0.364461738002594,0.758064516129032,0.886792452830189,0.466666666666667,0.661971830985915,0.777777777777778,0.661971830985915,0.886792452830189,0.479591836734694,0.676729559748428,rf,76,split_76,opticlust
0.71538041270602,0.655409413395021,0.632575757575758,0.618520535706553,0.663265306122449,0.294194674814491,0.535211267605634,0.431818181818182,0.851851851851852,0.703703703703704,0.647887323943662,0.703703703703704,0.431818181818182,0.193877551020408,0.641835016835017,rf,77,split_77,opticlust
0.708619741658594,0.646386687584636,0.675968346522282,0.646197719879171,0.612244897959184,0.224489795918367,0.672413793103448,0.795918367346939,0.428571428571429,0.582089552238806,0.67741935483871,0.582089552238806,0.795918367346939,0.397959183673469,0.612244897959184,rf,78,split_78,opticlust
0.692299686118867,0.645371057547642,0.647798742138365,0.63750602740604,0.612244897959184,0.203252032520325,0.677966101694915,0.754716981132076,0.444444444444444,0.615384615384615,0.606060606060606,0.615384615384615,0.754716981132076,0.408163265306122,0.59958071278826,rf,79,split_79,opticlust
0.668639688477673,0.638132951359473,0.750104297037964,0.706413978458271,0.642857142857143,0.299141806293421,0.705882352941177,0.893617021276596,0.411764705882353,0.583333333333333,0.807692307692308,0.583333333333333,0.893617021276596,0.428571428571429,0.652690863579474,rf,80,split_80,opticlust
0.704197660803825,0.634962738799761,0.67459324155194,0.660292560109311,0.663265306122449,0.315700380871773,0.722689075630252,0.843137254901961,0.468085106382979,0.632352941176471,0.733333333333333,0.632352941176471,0.843137254901961,0.438775510204082,0.65561118064247,rf,81,split_81,opticlust
0.703182824757599,0.636306591695635,0.670986622073579,0.65941723937738,0.642857142857143,0.27299703264095,0.695652173913043,0.769230769230769,0.5,0.634920634920635,0.657142857142857,0.634920634920635,0.769230769230769,0.408163265306122,0.634615384615385,rf,82,split_82,opticlust
0.708990154639861,0.646782120615995,0.667132867132867,0.635989769073052,0.63265306122449,0.23470715835141,0.7,0.646153846153846,0.606060606060606,0.763636363636364,0.465116279069768,0.763636363636364,0.646153846153846,0.428571428571429,0.626107226107226,rf,83,split_83,opticlust
0.692141878957895,0.644169103175178,0.664306538942107,0.663763572162289,0.612244897959184,0.224489795918367,0.660714285714286,0.755102040816326,0.469387755102041,0.587301587301587,0.657142857142857,0.587301587301587,0.755102040816326,0.377551020408163,0.612244897959184,rf,84,split_84,opticlust
0.67867701210229,0.634391370098822,0.747053872053872,0.712595837650605,0.663265306122449,0.356033452807646,0.592592592592593,0.444444444444444,0.931818181818182,0.888888888888889,0.577464788732394,0.888888888888889,0.444444444444444,0.244897959183673,0.688131313131313,rf,85,split_85,opticlust
0.690525902351145,0.632798700132221,0.706465517241379,0.697844080418442,0.673469387755102,0.344481605351171,0.636363636363636,0.7,0.655172413793103,0.583333333333333,0.76,0.583333333333333,0.7,0.285714285714286,0.677586206896552,rf,86,split_86,opticlust
0.659238331284507,0.597831556145295,0.840008343763037,0.819181764305994,0.704081632653061,0.419288925214548,0.756302521008403,0.957446808510638,0.470588235294118,0.625,0.923076923076923,0.625,0.957446808510638,0.459183673469388,0.714017521902378,rf,87,split_87,opticlust
0.714884517192054,0.646520198351456,0.682311222361285,0.647704595120693,0.612244897959184,0.212684989429175,0.677966101694915,0.784313725490196,0.425531914893617,0.597014925373134,0.645161290322581,0.597014925373134,0.784313725490196,0.408163265306122,0.604922820191907,rf,88,split_88,opticlust
0.694740302363215,0.630878470996091,0.717980809345015,0.689590300686906,0.683673469387755,0.361496427070197,0.635294117647059,0.574468085106383,0.784313725490196,0.710526315789474,0.666666666666667,0.710526315789474,0.574468085106383,0.275510204081633,0.67939090529829,rf,89,split_89,opticlust
0.67107743387065,0.607376033298628,0.776875,0.741314646972722,0.714285714285714,0.425941422594142,0.745454545454545,0.82,0.604166666666667,0.683333333333333,0.763157894736842,0.683333333333333,0.82,0.418367346938776,0.712083333333333,rf,90,split_90,opticlust
0.70017602881272,0.628794613617456,0.707984949832776,0.695068369370932,0.653061224489796,0.296452702702703,0.696428571428572,0.75,0.543478260869565,0.65,0.657894736842105,0.65,0.75,0.397959183673469,0.646739130434783,rf,91,split_91,opticlust
0.705065288889805,0.643000233552196,0.674630021141649,0.649546713031681,0.683673469387755,0.342708784076158,0.739495798319328,0.8,0.534883720930233,0.6875,0.676470588235294,0.6875,0.8,0.448979591836735,0.667441860465116,rf,92,split_92,opticlust
0.685180092237003,0.617175565643239,0.751041666666667,0.714151503483841,0.653061224489796,0.301174496644295,0.706896551724138,0.82,0.479166666666667,0.621212121212121,0.71875,0.621212121212121,0.82,0.418367346938776,0.649583333333333,rf,93,split_93,opticlust
0.679961057296665,0.622335445422966,0.737106918238994,0.715269984972956,0.642857142857143,0.272380144251167,0.578313253012048,0.533333333333333,0.735849056603774,0.631578947368421,0.65,0.631578947368421,0.533333333333333,0.244897959183673,0.634591194968553,rf,94,split_94,opticlust
0.663425983748859,0.589363972150844,0.798611111111111,0.773008017572321,0.744897959183674,0.465298996071585,0.8,0.925925925925926,0.522727272727273,0.704225352112676,0.851851851851852,0.704225352112676,0.925925925925926,0.510204081632653,0.724326599326599,rf,95,split_95,opticlust
0.706355377600896,0.680350656905862,0.663510101010101,0.611531666310743,0.622448979591837,0.272179847450823,0.564705882352941,0.444444444444444,0.840909090909091,0.774193548387097,0.552238805970149,0.774193548387097,0.444444444444444,0.244897959183673,0.642676767676768,rf,96,split_96,opticlust
0.673900209020576,0.605373831474124,0.763047138047138,0.734244303732124,0.744897959183674,0.474474474474475,0.786324786324786,0.851851851851852,0.613636363636364,0.73015873015873,0.771428571428571,0.73015873015873,0.851851851851852,0.469387755102041,0.732744107744108,rf,97,split_97,opticlust
0.698902058452536,0.641114319983372,0.654549319727891,0.644027167612278,0.591836734693878,0.166666666666667,0.642857142857143,0.642857142857143,0.523809523809524,0.642857142857143,0.523809523809524,0.642857142857143,0.642857142857143,0.36734693877551,0.583333333333333,rf,98,split_98,opticlust
0.65049398934247,0.596113239889995,0.822222222222222,0.798700287749518,0.755102040816326,0.495062258480034,0.8,0.905660377358491,0.577777777777778,0.716417910447761,0.838709677419355,0.716417910447761,0.905660377358491,0.489795918367347,0.741719077568134,rf,99,split_99,opticlust
0.697617489595923,0.637280033027788,0.693081761006289,0.672856269491876,0.663265306122449,0.302114803625378,0.731707317073171,0.849056603773585,0.444444444444444,0.642857142857143,0.714285714285714,0.642857142857143,0.849056603773585,0.459183673469388,0.646750524109015,rf,100,split_100,opticlust
0.686973518303854,0.631473628948316,0.769148480958494,0.760941520062769,0.63265306122449,0.27970600244998,0.64,0.56140350877193,0.731707317073171,0.744186046511628,0.545454545454545,0.744186046511628,0.56140350877193,0.326530612244898,0.64655541292255,rf,1,split_1,optifit
0.688085042746386,0.649747414646709,0.720663265306122,0.690596387171759,0.683673469387755,0.378223495702006,0.686868686868687,0.607142857142857,0.785714285714286,0.790697674418605,0.6,0.790697674418605,0.607142857142857,0.346938775510204,0.696428571428571,rf,2,split_2,optifit
0.701145925459832,0.639923251920369,0.755471380471381,0.744793480115268,0.663265306122449,0.323713927227102,0.685714285714286,0.666666666666667,0.659090909090909,0.705882352941176,0.617021276595745,0.705882352941177,0.666666666666667,0.36734693877551,0.662878787878788,rf,3,split_3,optifit
0.678801709450277,0.624357626651125,0.776936026936027,0.771709872641438,0.622448979591837,0.257271609995903,0.610526315789474,0.537037037037037,0.727272727272727,0.707317073170732,0.56140350877193,0.707317073170732,0.537037037037037,0.295918367346939,0.632154882154882,rf,4,split_4,optifit
0.688904840285455,0.651462769117372,0.752032520325203,0.736712584385157,0.63265306122449,0.298050139275766,0.608695652173913,0.491228070175439,0.829268292682927,0.8,0.53968253968254,0.8,0.491228070175439,0.285714285714286,0.660248181429183,rf,5,split_5,optifit
0.685341912646635,0.633129698824804,0.759699624530663,0.744367221029617,0.612244897959184,0.23342939481268,0.558139534883721,0.470588235294118,0.765957446808511,0.685714285714286,0.571428571428571,0.685714285714286,0.470588235294118,0.244897959183673,0.618272841051314,rf,6,split_6,optifit
